Confirmed,Date,Deaths,NewCases,Recovered,State
1.0,2020-03-14,0.0,0.0,0.0,North Dakota
1.0,2020-03-15,0.0,0.0,0.0,North Dakota
1.0,2020-03-16,0.0,0.0,0.0,North Dakota
3.0,2020-03-17,0.0,2.0,0.0,North Dakota
6.0,2020-03-18,0.0,3.0,0.0,North Dakota
18.0,2020-03-19,0.0,12.0,0.0,North Dakota
19.0,2020-03-20,0.0,1.0,0.0,North Dakota
28.0,2020-03-21,0.0,9.0,0.0,North Dakota
28.0,2020-03-22,0.0,0.0,0.0,North Dakota
30.0,2020-03-23,0.0,2.0,0.0,North Dakota
36.0,2020-03-24,0.0,6.0,0.0,North Dakota
45.0,2020-03-25,0.0,9.0,0.0,North Dakota
51.0,2020-03-26,0.0,6.0,0.0,North Dakota
3.0,2020-03-10,0.0,,0.0,Ohio
4.0,2020-03-11,0.0,1.0,0.0,Ohio
5.0,2020-03-12,0.0,1.0,0.0,Ohio
13.0,2020-03-13,0.0,8.0,0.0,Ohio
26.0,2020-03-14,0.0,13.0,0.0,Ohio
37.0,2020-03-15,0.0,11.0,0.0,Ohio
50.0,2020-03-16,0.0,13.0,0.0,Ohio
67.0,2020-03-17,0.0,17.0,0.0,Ohio
86.0,2020-03-18,0.0,19.0,0.0,Ohio
119.0,2020-03-19,0.0,33.0,0.0,Ohio
173.0,2020-03-20,2.0,54.0,0.0,Ohio
248.0,2020-03-21,3.0,75.0,0.0,Ohio
356.0,2020-03-22,3.0,108.0,0.0,Ohio
443.0,2020-03-23,6.0,87.0,0.0,Ohio
567.0,2020-03-24,8.0,124.0,0.0,Ohio
704.0,2020-03-25,11.0,137.0,0.0,Ohio
868.0,2020-03-26,15.0,164.0,0.0,Ohio
0.0,2020-03-10,0.0,,0.0,South Dakota
8.0,2020-03-11,1.0,8.0,0.0,South Dakota
8.0,2020-03-12,1.0,0.0,0.0,South Dakota
8.0,2020-03-13,1.0,0.0,0.0,South Dakota
9.0,2020-03-14,1.0,1.0,0.0,South Dakota
9.0,2020-03-15,1.0,0.0,0.0,South Dakota
10.0,2020-03-16,1.0,1.0,0.0,South Dakota
11.0,2020-03-17,1.0,1.0,0.0,South Dakota
11.0,2020-03-18,1.0,0.0,0.0,South Dakota
11.0,2020-03-19,1.0,0.0,0.0,South Dakota
14.0,2020-03-20,1.0,3.0,0.0,South Dakota
14.0,2020-03-21,1.0,0.0,0.0,South Dakota
21.0,2020-03-22,1.0,7.0,0.0,South Dakota
28.0,2020-03-23,1.0,7.0,0.0,South Dakota
30.0,2020-03-24,1.0,2.0,0.0,South Dakota
41.0,2020-03-25,1.0,11.0,0.0,South Dakota
46.0,2020-03-26,1.0,5.0,0.0,South Dakota
0.0,2020-03-10,0.0,,0.0,West Virginia
0.0,2020-03-11,0.0,0.0,0.0,West Virginia
0.0,2020-03-12,0.0,0.0,0.0,West Virginia
0.0,2020-03-13,0.0,0.0,0.0,West Virginia
0.0,2020-03-14,0.0,0.0,0.0,West Virginia
0.0,2020-03-15,0.0,0.0,0.0,West Virginia
0.0,2020-03-16,0.0,0.0,0.0,West Virginia
1.0,2020-03-17,0.0,1.0,0.0,West Virginia
1.0,2020-03-18,0.0,0.0,0.0,West Virginia
2.0,2020-03-19,0.0,1.0,0.0,West Virginia
7.0,2020-03-20,0.0,5.0,0.0,West Virginia
8.0,2020-03-21,0.0,1.0,0.0,West Virginia
16.0,2020-03-22,0.0,8.0,0.0,West Virginia
16.0,2020-03-23,0.0,0.0,0.0,West Virginia
22.0,2020-03-24,0.0,6.0,0.0,West Virginia
39.0,2020-03-25,0.0,17.0,0.0,West Virginia
52.0,2020-03-26,0.0,13.0,0.0,West Virginia
0.0,2020-03-10,0.0,,0.0,Wyoming
0.0,2020-03-11,0.0,0.0,0.0,Wyoming
1.0,2020-03-12,0.0,1.0,0.0,Wyoming
1.0,2020-03-13,0.0,0.0,0.0,Wyoming
2.0,2020-03-14,0.0,1.0,0.0,Wyoming
3.0,2020-03-15,0.0,1.0,0.0,Wyoming
3.0,2020-03-16,0.0,0.0,0.0,Wyoming
11.0,2020-03-17,0.0,8.0,0.0,Wyoming
15.0,2020-03-18,0.0,4.0,0.0,Wyoming
18.0,2020-03-19,0.0,3.0,0.0,Wyoming
19.0,2020-03-20,0.0,1.0,0.0,Wyoming
23.0,2020-03-21,0.0,4.0,0.0,Wyoming
26.0,2020-03-22,0.0,3.0,0.0,Wyoming
26.0,2020-03-23,0.0,0.0,0.0,Wyoming
29.0,2020-03-24,0.0,3.0,0.0,Wyoming
44.0,2020-03-25,0.0,15.0,0.0,Wyoming
53.0,2020-03-26,0.0,9.0,0.0,Wyoming
5.0,2020-03-13,0.0,,0.0,Alabama
6.0,2020-03-14,0.0,1.0,0.0,Alabama
12.0,2020-03-15,0.0,6.0,0.0,Alabama
29.0,2020-03-16,0.0,17.0,0.0,Alabama
39.0,2020-03-17,0.0,10.0,0.0,Alabama
46.0,2020-03-18,0.0,7.0,0.0,Alabama
78.0,2020-03-19,0.0,32.0,0.0,Alabama
83.0,2020-03-20,0.0,5.0,0.0,Alabama
131.0,2020-03-21,0.0,48.0,0.0,Alabama
157.0,2020-03-22,0.0,26.0,0.0,Alabama
196.0,2020-03-23,0.0,39.0,0.0,Alabama
242.0,2020-03-24,0.0,46.0,0.0,Alabama
381.0,2020-03-25,1.0,139.0,0.0,Alabama
517.0,2020-03-26,1.0,136.0,0.0,Alabama
3.0,2020-03-14,0.0,,0.0,Puerto Rico
5.0,2020-03-15,0.0,2.0,0.0,Puerto Rico
5.0,2020-03-16,0.0,0.0,0.0,Puerto Rico
5.0,2020-03-17,0.0,0.0,0.0,Puerto Rico
5.0,2020-03-18,0.0,0.0,0.0,Puerto Rico
5.0,2020-03-19,0.0,0.0,0.0,Puerto Rico
14.0,2020-03-20,0.0,9.0,0.0,Puerto Rico
21.0,2020-03-21,1.0,7.0,0.0,Puerto Rico
23.0,2020-03-22,1.0,2.0,0.0,Puerto Rico
31.0,2020-03-23,2.0,8.0,0.0,Puerto Rico
39.0,2020-03-24,2.0,8.0,0.0,Puerto Rico
51.0,2020-03-25,2.0,12.0,0.0,Puerto Rico
64.0,2020-03-26,2.0,13.0,0.0,Puerto Rico
3.0,2020-03-15,0.0,,0.0,Guam
3.0,2020-03-16,0.0,0.0,0.0,Guam
3.0,2020-03-17,0.0,0.0,0.0,Guam
5.0,2020-03-18,0.0,2.0,0.0,Guam
12.0,2020-03-19,0.0,7.0,0.0,Guam
14.0,2020-03-20,0.0,2.0,0.0,Guam
15.0,2020-03-21,0.0,1.0,0.0,Guam
27.0,2020-03-22,1.0,12.0,0.0,Guam
29.0,2020-03-23,1.0,2.0,0.0,Guam
32.0,2020-03-24,1.0,3.0,0.0,Guam
37.0,2020-03-25,1.0,5.0,0.0,Guam
45.0,2020-03-26,1.0,8.0,0.0,Guam
1.0,2020-03-16,0.0,,0.0,Virgin Islands
2.0,2020-03-17,0.0,1.0,0.0,Virgin Islands
2.0,2020-03-18,0.0,0.0,0.0,Virgin Islands
3.0,2020-03-19,0.0,1.0,0.0,Virgin Islands
6.0,2020-03-22,0.0,3.0,0.0,Virgin Islands
7.0,2020-03-23,0.0,1.0,0.0,Virgin Islands
17.0,2020-03-24,0.0,10.0,0.0,Virgin Islands
17.0,2020-03-25,0.0,0.0,0.0,Virgin Islands
17.0,2020-03-26,0.0,0.0,0.0,Virgin Islands
1.0,2020-03-18,0.0,,106.0,US
1.0,2020-03-19,0.0,0.0,108.0,US
1.0,2020-03-20,0.0,0.0,147.0,US
1.0,2020-03-21,0.0,0.0,171.0,US
2.0,2020-03-18,0.0,,0.0,United States Virgin Islands
2.0,2020-03-19,0.0,0.0,0.0,United States Virgin Islands
3.0,2020-03-20,0.0,1.0,0.0,United States Virgin Islands
6.0,2020-03-21,0.0,3.0,0.0,United States Virgin Islands
0.0,2020-03-22,0.0,,0.0,American Samoa
0.0,2020-03-23,0.0,0.0,0.0,American Samoa
0.0,2020-03-24,0.0,0.0,0.0,American Samoa
0.0,2020-03-25,0.0,0.0,0.0,American Samoa
0.0,2020-03-26,0.0,0.0,0.0,American Samoa
0.0,2020-03-22,0.0,,0.0,Northern Mariana Islands
0.0,2020-03-23,0.0,0.0,0.0,Northern Mariana Islands
0.0,2020-03-24,0.0,0.0,0.0,Northern Mariana Islands
0.0,2020-03-25,0.0,0.0,0.0,Northern Mariana Islands
0.0,2020-03-26,0.0,0.0,0.0,Northern Mariana Islands
4.0,2020-03-22,0.0,,0.0,Wuhan Evacuee
4.0,2020-03-23,0.0,0.0,0.0,Wuhan Evacuee
4.0,2020-03-24,0.0,0.0,0.0,Wuhan Evacuee
0.0,2020-03-24,0.0,,348.0,Recovered
0.0,2020-03-25,0.0,0.0,361.0,Recovered
0.0,2020-03-26,0.0,0.0,681.0,Recovered
